ID;Archivo_Original;Año;COD_INE;ID_Archivo;Ayuntamiento;Cargo;Teniente;Nombre;Nacimiento;Nombramiento;Edad;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35;Unnamed: 36;Unnamed: 37;Unnamed: 38;Unnamed: 39;Unnamed: 40;Unnamed: 41;Unnamed: 42
22021;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;1;Agullana;Alcalde;0;Facundo Genis Genis;16/08/1909;1961-05-19 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22022;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;2;Agullana;Concejal;1;Martín Pagés Picola;31/08/1907;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22023;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;3;Agullana;Concejal;0;Ambrosio Genis Gibrat;04/06/1911;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22024;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;4;Agullana;Concejal;0;José Ripoll Canals;19/12/1932;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22025;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;5;Agullana;Concejal;0;José Batlle Comas;15/01/1918;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22026;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;6;Agullana;Concejal;0;Joaquín Bude Pous;30/03/1924;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22027;1972_Certificados_2025-10-08 13.55_002.jpg;1972;17001;7;Agullana;Concejal;0;Martin Pages Brugat;18/03/1920;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22030;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;1;Aiguaviva;Alcalde;0;Ramón Corretger Riera;21/10/1933;1966-10-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22031;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;2;Aiguaviva;Concejal;1;Francisco Garrofa Aymerich;21/02/1941;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22032;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;3;Aiguaviva;Concejal;0;José Bohigas Vidal;17/06/1919;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22033;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;4;Aiguaviva;Concejal;0;José Serra Muntadas;27/02/1922;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22034;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;5;Aiguaviva;Concejal;0;Juan Rabasseda Carreras;19/07/1925;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22035;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;6;Aiguaviva;Concejal;0;Juan Figueras Pascasi;09/03/1925;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22036;1972_Certificados_2025-10-08 13.55_003.jpg;1972;17002;7;Aiguaviva;Concejal;0;José Romagos Cubarsi;22/09/1928;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22040;1972_Certificados_2025-10-08 13.55_004.jpg;1972;17003;1;Albanyà;Alcalde;0;José Ambrosio Pujolar;05/09/1918;1960-05-31 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22041;1972_Certificados_2025-10-08 13.55_004.jpg;1972;17003;2;Albanyà;Concejal;1;Luis Cantero Maties;18/05/1928;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22042;1972_Certificados_2025-10-08 13.55_004.jpg;1972;17003;3;Albanyà;Concejal;0;Juan Juanola Juanola;05/07/1933;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22043;1972_Certificados_2025-10-08 13.55_004.jpg;1972;17003;4;Albanyà;Concejal;0;Jaime Tarsy Vila;05/06/1916;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22046;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;1;Albons;Alcalde;0;Roberto Coll Gatius;06/01/1942;1972-05-12 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22047;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;2;Albons;Concejal;1;Juan Coll Puig;26/12/1920;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22048;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;3;Albons;Concejal;0;Esteban Fábrega Bonet;26/03/1940;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22049;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;4;Albons;Concejal;0;Angel Casadesus No guera;29/05/1943;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22050;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;5;Albons;Concejal;0;Amadeo Baye Figue ras;21/11/1944;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22051;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;6;Albons;Concejal;0;Joaquin Hostenxh Doñabeitis;16/09/1940;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22052;1972_Certificados_2025-10-08 13.55_005.jpg;1972;17004;7;Albons;Concejal;0;Benito Turias Carleg;12/05/1907;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22055;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;1;Alp;Alcalde;0;Salvador Pous Rebés;25/05/1930;1964-06-08 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22056;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;2;Alp;Concejal;1;Antonio Tubau Casals;02/12/1920;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22057;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;3;Alp;Concejal;0;Pedro Arderiu Ros;01/04/1911;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22058;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;4;Alp;Concejal;0;Leonor Gras Pujol;12/11/1932;1967-08-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22059;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;5;Alp;Concejal;0;Salvador Rigola Costa;03/06/1922;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22060;1972_Certificados_2025-10-08 13.55_006.jpg;1972;17006;6;Alp;Concejal;0;Ignacio Soler Sala;16/05/1931;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22064;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;1;Amer;Alcalde;0;NARCISO JUNQUERA RIGAU;23/07/1908;1939-11-26 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22065;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;2;Amer;Concejal;1;JOSÉ BARGAY BADIA;15/04/1925;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22066;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;3;Amer;Concejal;2;LUIS SANCHEZ PAULI;31/05/1904;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22067;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;4;Amer;Concejal;0;CARLOS REUS TARREGA;04/11/1921;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22068;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;5;Amer;Concejal;0;ANTONIO DOMENECH BUXO;06/12/1916;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22069;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;6;Amer;Concejal;0;AGUSTIN CLERMONT CASAÑAS;26/06/1924;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22070;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;7;Amer;Concejal;0;SALVADOR CICRES DOMENECH;09/03/1942;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22071;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;8;Amer;Concejal;0;RAMON DOMENECH RICH;01/01/1915;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22072;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;9;Amer;Concejal;0;JOSÉ CROSAS GRAOULOS;23/11/1917;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22073;1972_Certificados_2025-10-08 13.55_007.jpg;1972;17007;10;Amer;Concejal;0;JOSÉ RADIONET VINETS;18/09/1919;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22081;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;1;Anglès;Alcalde;0;Jaime Esteba Sala;14/06/1918;1971-12-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22082;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;2;Anglès;Concejal;1;Jaime Soler Morera;06/02/1933;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22083;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;3;Anglès;Concejal;2;Luis Feliu Trias;30/10/1919;1967-02-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22084;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;4;Anglès;Concejal;3;Mateo Costa Oliveras;02/06/1928;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22085;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;5;Anglès;Concejal;0;José Badia Pages;06/06/1915;1967-02-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22086;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;6;Anglès;Concejal;0;José Pujolras Caritj;23/09/1919;1967-02-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22087;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;7;Anglès;Concejal;0;José me Font Pelach;18/11/1918;1967-02-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22088;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;8;Anglès;Concejal;0;Roberto Rigau Roca;03/03/1924;1967-02-09 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22089;1972_Certificados_2025-10-08 13.55_008.jpg;1972;17008;9;Anglès;Concejal;0;Juan Julia Panosa;06/11/1927;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22093;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;1;Arbúcies;Alcalde;0;Emilio Garolera Bohils;21/03/1923;1969-12-20 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22094;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;2;Arbúcies;Concejal;0;Emilio Garolera Bohils;21/03/1923;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22095;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;3;Arbúcies;Concejal;1;Juan Casadesus Canudas;01/07/1898;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22096;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;4;Arbúcies;Concejal;0;Juan Mataró Plana;13/02/1916;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22097;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;5;Arbúcies;Concejal;0;Luis Bosch Calvet;01/11/1925;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22098;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;6;Arbúcies;Concejal;1;Rafael Valdiviejas Mora;20/10/1927;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22099;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;7;Arbúcies;Concejal;0;Francº Gubern Folgarolas;09/02/1935;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22100;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;8;Arbúcies;Concejal;0;Emilia Talleda Pages;11/12/1931;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22101;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;9;Arbúcies;Concejal;0;Antonio Bernatallada Serrat;12/06/1929;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22102;1972_Certificados_2025-10-08 13.55_009.jpg;1972;17009;10;Arbúcies;Concejal;0;Francisco Parcet Utzet;07/07/1934;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22108;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;1;Argelaguer;Alcalde;0;JOSE JUANOLA SERRAT;27/08/1936;1968-08-12 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22109;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;2;Argelaguer;Concejal;1;JOAQUIN DERRES AYATS;16/08/1927;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22110;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;3;Argelaguer;Concejal;0;JUAN COMAMALA MOLINS;29/06/1927;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22111;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;4;Argelaguer;Concejal;0;JOAQUIN VILANOVA VILA NOVA;28/10/1933;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22112;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;5;Argelaguer;Concejal;0;MARCELINO VILAR BALATEU;11/05/1931;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22113;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;6;Argelaguer;Concejal;0;ESTEBAN PUJIULA VILA;15/06/1935;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22114;1972_Certificados_2025-10-08 13.55_010.jpg;1972;17010;7;Argelaguer;Concejal;0;NARCISO PUJOLAR ROCA;21/05/1937;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22117;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;1;Armentera, L;Alcalde;0;José María Compte Colomer;23/08/1931;1972-03-23 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22118;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;2;Armentera, L;Concejal;1;José Ferrer Moret;26/08/1923;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22119;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;3;Armentera, L;Concejal;0;Alfonso María Grau Llavanera;29/01/1927;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22120;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;4;Armentera, L;Concejal;0;Jaime Planas Badruna;21/10/1932;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22121;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;5;Armentera, L;Concejal;0;Salvador Durán Esteve;16/08/1927;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22122;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;6;Armentera, L;Concejal;0;Rafael Muñoz Planas;28/02/1938;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22123;1972_Certificados_2025-10-08 13.55_011.jpg;1972;17011;7;Armentera, L;Concejal;0;Joaquin Sastre Franquesa;26/11/1934;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22125;1972_Certificados_2025-10-08 13.55_012.jpg;1972;17012;1;Aviñonet de Puig Ventós;Alcalde;0;Narciso Gimbernat Malet;08/02/1911;1966-09-20 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22126;1972_Certificados_2025-10-08 13.55_012.jpg;1972;17012;2;Aviñonet de Puig Ventós;Concejal;1;Madern Plá;18/02/1928;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22127;1972_Certificados_2025-10-08 13.55_012.jpg;1972;17012;3;Aviñonet de Puig Ventós;Concejal;0;Juan Virosella Coll;27/08/1913;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22128;1972_Certificados_2025-10-08 13.55_012.jpg;1972;17012;4;Aviñonet de Puig Ventós;Concejal;0;Pablo Viñas Roura;29/06/1925;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22131;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;1;Banyoles;Alcalde;0;Guillermo Turro Corominas;16/12/1914;1967-04-08 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22132;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;2;Banyoles;Concejal;1;Antonio María Rigau Rigau;24/01/1918;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22133;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;3;Banyoles;Concejal;2;Narciso Franch Juando;29/10/1921;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22134;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;4;Banyoles;Concejal;3;Tomas Costabella Casas;04/07/1930;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22135;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;5;Banyoles;Concejal;0;Rafael Oller Brunet;01/04/1933;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22136;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;6;Banyoles;Concejal;0;Pedro Comas Masgrau;23/03/1931;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22137;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;7;Banyoles;Concejal;0;Francisco Pagés Prat;15/02/1928;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22138;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;8;Banyoles;Concejal;0;Pedro Coll Coll;16/03/1933;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22139;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;9;Banyoles;Concejal;0;José María Sarquella Roura;24/09/1920;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22140;1972_Certificados_2025-10-08 13.55_013.jpg;1972;17015;10;Banyoles;Concejal;0;José María Brunet Prujá;24/09/1924;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22142;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;1;Báscara;Alcalde;0;Juan Dalmau Figueras;19/10/1939;1972-03-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22143;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;2;Báscara;Concejal;0;Juan Regla Planag;28/01/1922;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22144;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;3;Báscara;Concejal;0;Victor Casellag Hurtog;07/03/1929;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22145;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;4;Báscara;Concejal;0;Jose Dalmau Figueras;06/07/1920;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22146;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;5;Báscara;Concejal;0;Santiago Bosch Parer;09/05/1928;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22147;1972_Certificados_2025-10-08 13.55_014.jpg;1972;17016;6;Báscara;Concejal;0;Modesto Tubert Ilistoselle;10/04/1908;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22151;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;1;Bagur;Alcalde;0;José Gual Moliner;14/09/1927;1961-05-10 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22152;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;2;Bagur;Concejal;1;Mariano Frigola Gispertg;02/10/1925;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22153;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;3;Bagur;Concejal;0;José CAsedemont Tubert;04/07/1924;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22154;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;4;Bagur;Concejal;0;SEgundo ARnau Ametller;10/04/1929;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22155;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;5;Bagur;Concejal;0;Florencio Sais Plaja;02/06/1922;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22156;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;6;Bagur;Concejal;0;Julio ARnau Casademont;10/01/1931;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22157;1972_Certificados_2025-10-08 13.55_015.jpg;1972;17013;7;Bagur;Concejal;0;Luís MIró Plaja;12/05/1928;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22160;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;1;Bellcaire dEmpordà;Alcalde;0;José María Camps Casellas;08/07/1907;1939-02-08 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22161;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;2;Bellcaire dEmpordà;Concejal;1;Narciso Camps Vilá;08/11/1935;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22162;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;3;Bellcaire dEmpordà;Concejal;0;Miguel Font Gatius;02/10/1924;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22163;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;4;Bellcaire dEmpordà;Concejal;0;Narciso Cutrinas Valls;19/11/1919;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22164;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;5;Bellcaire dEmpordà;Concejal;0;José Font Blanch;17/02/1906;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22165;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;6;Bellcaire dEmpordà;Concejal;0;Montserrat Darnaculleta Poch;07/09/1930;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22166;1972_Certificados_2025-10-08 13.55_016.jpg;1972;17018;7;Bellcaire dEmpordà;Concejal;0;Pedro Font Gatius;19/06/1921;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22169;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;1;Besalú;Alcalde;0;Pedro Juanola Masdevall;10/05/1916;1964-12-15 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22170;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;2;Besalú;Concejal;1;Jaime Busquets Font;03/04/1944;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22171;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;3;Besalú;Concejal;2;José María Jou Camps;10/02/1938;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22172;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;4;Besalú;Concejal;0;Juan Oliveras Badosa;01/01/1915;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22173;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;5;Besalú;Concejal;0;Luis Ferres Jou;25/11/1918;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22174;1972_Certificados_2025-10-08 13.55_017.jpg;1972;17019;6;Besalú;Concejal;0;Mateo Ros Pararols;26/04/1944;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22177;1972_Certificados_2025-10-08 13.55_018.jpg;1972;17020;1;Bescanó;Alcalde;0;Jaime Casademont Perafita;27/08/1931;1972-06-02 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22178;1972_Certificados_2025-10-08 13.55_018.jpg;1972;17020;2;Bescanó;Concejal;1;Lorenzo Tarrenchs Serra;09/02/1935;1971-02-07 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22179;1972_Certificados_2025-10-08 13.55_018.jpg;1972;17020;3;Bescanó;Concejal;2;Juan Vivó Siqués;03/08/1925;1967-02-05 00:00:00;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
